inn,setid,title,published,route,lyophilized,presentation_index,source_text,fill_volume_ml,protein_conc_mg_ml,lysine_mm,surfactant,surfactant_pct_wv,trehalose_mm,trehalose_pct_wv,n_ingredients_parsed,buffer_species,buffer_conc_mm,ph,ph_is_range,ph_from_composition,nacl_mm,label_mw_kda,glycine_mm,mannitol_mm,mannitol_pct_wv,sucrose_mm,sucrose_pct_wv,methionine_mm,sorbitol_mm,sorbitol_pct_wv,arginine_mm,proline_mm,usable
moxetumomab,8ddffb08-aab1-41f5-bbc6-09457e4e80ca,"LUMOXITI (MOXETUMOMAB PASUDOTOX) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION IV STABILIZER (POLYSORBATE 80) SOLUTION [INNATE PHARMA, INC.]","Sep 08, 2020",intravenous,True,0.0,"Each single-dose vial contains 1 mg moxetumomab pasudotox-tdfk, glycine (80 mg), polysorbate 80 (0.2 mg), sodium phosphate monobasic monohydrate (3.4 mg), sucrose (40 mg), and sodium hydroxide to adjust pH to 7.4.",,,,,,,,0.0,,,,,,,63.0,,,,,,,,,,,False
moxetumomab,8ddffb08-aab1-41f5-bbc6-09457e4e80ca,"LUMOXITI (MOXETUMOMAB PASUDOTOX) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION IV STABILIZER (POLYSORBATE 80) SOLUTION [INNATE PHARMA, INC.]","Sep 08, 2020",intravenous,True,1.0,"Each vial contains citric acid monohydrate (0.7 mg), polysorbate 80 (6.5 mg), sodium citrate dihydrate (6.4 mg), and Water for Injection, USP.",,,,,,,,0.0,,,,,,,63.0,,,,,,,,,,,False
mosunetuzumab,6a2b6dc2-48bd-4da7-a611-bc6bae2893c8,"LUNSUMIO VELO (MOSUNETUZUMAB) INJECTION [GENENTECH, INC.]","Jul 02, 2026",subcutaneous,False,0.0,"Each single-dose vial contains a 0.5 mL solution of mosunetuzumab-axgb (5 mg), acetic acid (0.2 mg), histidine (0.8 mg), methionine (0.7 mg), polysorbate 20 (0.3 mg), sucrose (41 mg), and Water for Injection, USP.",,,,,,,,0.0,,,,,,,,,,,,,,,,,,False
mosunetuzumab,6a2b6dc2-48bd-4da7-a611-bc6bae2893c8,"LUNSUMIO VELO (MOSUNETUZUMAB) INJECTION [GENENTECH, INC.]","Jul 02, 2026",subcutaneous,False,1.0,"Each single-dose vial contains a 1 mL solution of mosunetuzumab-axgb (45 mg), acetic acid (0.4 mg), histidine (1.6 mg), methionine (1.5 mg), polysorbate 20 (0.6 mg), sucrose (82.1 mg), and Water for Injection, USP.",,,,,,,,0.0,,,,,,,,,,,,,,,,,,False
mosunetuzumab,2ef0cf38-101c-4681-98fe-c05dc9ead443,"LUNSUMIO (MOSUNETUZUMAB) CONCENTRATE [GENENTECH, INC.]","Jun 30, 2026",intravenous,False,0.0,"Each single-dose vial contains a 1 mL solution of mosunetuzumab-axgb (1 mg), acetic acid (0.4 mg), histidine (1.6 mg), methionine (1.5 mg), polysorbate 20 (0.6 mg), sucrose (82.1 mg), and Water for Injection, USP.",,,,,,,,0.0,,,,,,,,,,,,,,,,,,False
mosunetuzumab,2ef0cf38-101c-4681-98fe-c05dc9ead443,"LUNSUMIO (MOSUNETUZUMAB) CONCENTRATE [GENENTECH, INC.]","Jun 30, 2026",intravenous,False,1.0,"Each single-dose vial contains a 30 mL solution of mosunetuzumab-axgb (30 mg), acetic acid (12.8 mg), histidine (46.6 mg), methionine (44.8 mg), polysorbate 20 (18 mg), sucrose (2,462.4 mg), and Water for Injection, USP.",,,,,,,,0.0,,,,,,,,,,,,,,,,,,False
nemolizumab,e9229ef1-ac60-4c24-afb6-009d3c781687,"NEMLUVIO (NEMOLIZUMAB-ILTO) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [GALDERMA LABORATORIES, L.P.]","Dec 16, 2025",subcutaneous,True,0.0,"One chamber contains 30 mg of nemolizumab-ilto with inactive ingredients arginine hydrochloride (9.5 mg), poloxamer 188 (0.15 mg), sucrose (25.8 mg), trometamol (0.10 mg), and tris hydrochloride for pH adjustment.",,,,,,,,0.0,,,7.0,True,False,,144.0,,,,,,,,,,,False
naxitamab,b0f5ee96-369f-4cb9-a783-3bfa70fe8f90,DANYELZA (NAXITAMAB) INJECTION [BTG INTERNATIONAL INC.],"Sep 02, 2026",intravenous,False,0.0,"Each mL of solution contains 4 mg of naxitamab-gqgk, and citric acid anhydrous (0.71 mg), poloxamer 188 (1.5 mg), sodium chloride (7.01 mg), sodium citrate (6.3 mg), and Water for Injection, USP.",,,,,,,,0.0,,,,,,,144.0,,,,,,,,,,,False
naxitamab,29a80c6b-8bad-4650-8c7f-f18490c868ec,"DANYELZA (NAXITAMAB) INJECTION [Y-MABS THERAPEUTICS, INC.]","Sep 08, 2025",intravenous,False,0.0,"Each mL of solution contains 4 mg of naxitamab-gqgk, and citric acid anhydrous (0.71 mg), poloxamer 188 (1.5 mg), sodium chloride (7.01 mg), sodium citrate (6.3 mg), and Water for Injection, USP.",,,,,,,,0.0,,,,,,,144.0,,,,,,,,,,,False
nirsevimab,2f08fa60-f674-432d-801b-1f9514bd9b39,BEYFORTUS (NIRSEVIMAB) INJECTION [SANOFI VACCINES US INC.],"Aug 21, 2026",,False,0.0,"Each 0.5 mL contains 50 mg nirsevimab-alip, arginine hydrochloride (8 mg), histidine (1.1 mg), L-histidine hydrochloride monohydrate (1.6 mg), polysorbate 80 (0.1 mg), sucrose (21 mg), and water for injection (USP).",0.5,,,polysorbate 80,0.02,,,4.0,histidine,29.44,,,,,,,,,122.7,4.2,,,,,,False
nirsevimab,2f08fa60-f674-432d-801b-1f9514bd9b39,BEYFORTUS (NIRSEVIMAB) INJECTION [SANOFI VACCINES US INC.],"Aug 21, 2026",,False,1.0,"Each 1 mL contains 100 mg nirsevimab-alip, arginine hydrochloride (17 mg), histidine (2.2 mg), L-histidine hydrochloride monohydrate (3.3 mg), polysorbate 80 (0.2 mg), sucrose (41 mg), and water for injection (USP).",1.0,,,polysorbate 80,0.02,,,4.0,histidine,29.92,,,,,,,,,119.78,4.1,,,,,,False
obiltoxaximab,39ad8799-00a4-4fc8-9852-c0536350c474,"ANTHIM (OBILTOXAXIMAB) SOLUTION [ELUSYS THERAPEUTICS, INC.]","Nov 25, 2025",intravenous,False,0.0,"Each mL contains 100 mg obiltoxaximab in L-histidine (6.2 mg), polysorbate 80 (0.1 mg), sorbitol (36 mg) with a pH of 5.5.",,,,,,,,0.0,,,5.5,False,True,,148.0,,,,,,,,,,,False
natalizumab,ef653c36-dd4b-4e71-9d2d-40b8fea24b67,TYRUKO (NATALIZUMAB-SZTN) INJECTION [SANDOZ INC],"Jan 23, 2026",intravenous,False,0.0,"Each 15 mL of solution contains 300 mg natalizumab-sztn; histidine (6.36 mg); L-histidine hydrochloride monohydrate (22.86 mg); polysorbate 80, USP/NF (3 mg); sodium chloride, USP (131.49 mg); and Water for Injection, USP at pH 5.7.",15.0,,,,,,,3.0,histidine,10.0,5.7,False,True,150.0,,,,,,,,,,,,True
natalizumab,c5fdde91-1989-4dd2-9129-4f3323ea2962,TYSABRI (NATALIZUMAB) INJECTION [BIOGEN INC.],"Dec 25, 2025",intravenous,False,0.0,"Each 15 mL of solution contains 300 mg natalizumab; sodium chloride, USP (123 mg); sodium phosphate, monobasic, monohydrate, USP (17 mg); sodium phosphate, dibasic, heptahydrate, USP (7.24 mg); polysorbate 80, USP/NF (3 mg), in Water for Injection, USP at pH 6.1.",15.0,,,,,,,3.0,phosphate,10.01,6.1,False,True,140.31,,,,,,,,,,,,True
obinutuzumab,df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda,"GAZYVA (OBINUTUZUMAB) INJECTION, SOLUTION, CONCENTRATE [GENENTECH, INC.]","Dec 23, 2025",intravenous,False,0.0,"Each vial contains in 40 mL: 1,000 mg obinutuzumab, L-histidine (57.6 mg), L-histidine hydrochloride monohydrate (89.6 mg), trehalose dihydrate (3632 mg), and poloxamer 188 (8 mg).",40.0,,,poloxamer 188,0.02,240.0,9.08,3.0,histidine,10.69,,,,,,,,,,,,,,,,False
odesivimab,0536b6fe-6fe5-4fd6-8cc6-1b481945c1fa,"INMAZEB (ATOLTIVIMAB, MAFTIVIMAB, AND ODESIVIMAB-EBGN) INJECTION, SOLUTION [REGENERON PHARMACEUTICALS, INC.]","Dec 22, 2025",intravenous,False,0.0,"Each mL contains 16.67 mg of atoltivimab, 16.67 mg of maftivimab, 16.67 mg of odesivimab, and L-histidine (0.74 mg), L-histidine monohydrochloride monohydrate (1.09 mg), polysorbate 80 (1 mg), sucrose (100 mg), and Water for Injection, USP with a pH of 6.0. 33.33 mg/33.33 mg/33.33 mg per mL:",,,,,,,,0.0,,,6.0,False,True,,145.0,,,,,,,,,,,False
odesivimab,0536b6fe-6fe5-4fd6-8cc6-1b481945c1fa,"INMAZEB (ATOLTIVIMAB, MAFTIVIMAB, AND ODESIVIMAB-EBGN) INJECTION, SOLUTION [REGENERON PHARMACEUTICALS, INC.]","Dec 22, 2025",intravenous,False,1.0,"Each vial contains 483.3 mg of atoltivimab, 483.3 mg of maftivimab, and 483.3 mg of odesivimab in 14.5 mL.",14.5,,,,,,,2.0,,,6.0,False,False,,145.0,,,,,,,,,,,False
odesivimab,0536b6fe-6fe5-4fd6-8cc6-1b481945c1fa,"INMAZEB (ATOLTIVIMAB, MAFTIVIMAB, AND ODESIVIMAB-EBGN) INJECTION, SOLUTION [REGENERON PHARMACEUTICALS, INC.]","Dec 22, 2025",intravenous,False,2.0,"Each mL contains 33.33 mg of atoltivimab, 33.33 mg of maftivimab, 33.33 mg of odesivimab, and L-histidine (0.74 mg), L-histidine monohydrochloride monohydrate (1.09 mg), polysorbate 80 (1 mg), sucrose (100 mg), and Water for Injection, USP with a pH of 6.0.",,,,,,,,0.0,,,6.0,False,True,,145.0,,,,,,,,,,,False
ofatumumab,6a8a3f53-2062-48ff-9dbe-b939df133ca3,"KESIMPTA (OFATUMUMAB) INJECTION, SOLUTION [NOVARTIS PHARMACEUTICALS CORPORATION]","Apr 10, 2026",subcutaneous,False,0.0,"Each 0.4 mL contains 20 mg of ofatumumab, and arginine (4 mg), disodium edetate (0.007 mg), polysorbate 80 (0.08 mg), sodium acetate trihydrate (2.722 mg), sodium chloride (1.192 mg), and Water for Injection, USP with a pH of 5.5.",0.4,,,polysorbate 80,0.02,,,4.0,acetate,50.01,5.5,False,True,50.99,146.0,,,,,,,,,,,True
ocrelizumab,b216af61-99d0-42a3-afc2-b5bf86df1ec0,"OCREVUS ZUNOVO (OCRELIZUMAB AND HYALURONIDASE) INJECTION, SOLUTION [GENENTECH, INC.]","Aug 20, 2026",subcutaneous,False,0.0,"Each 23 mL of solution contains 920 mg ocrelizumab, 23,000 units of hyaluronidase (human recombinant), glacial acetic acid (5.5 mg), methionine (34.3 mg), polysorbate 20 (13.8 mg), sodium acetate (30.2 mg), trehalose (1889.5 mg), and water for injection at pH 5.3.",23.0,,,polysorbate 20,0.06,240.0,8.2152,5.0,acetate,19.99,5.3,False,True,,61.0,,,,,,9.99,,,,,True
ocrelizumab,9da42362-3bb5-4b83-b4bb-b59fd4e55f0d,"OCREVUS (OCRELIZUMAB) INJECTION [GENENTECH, INC.]","May 20, 2026",intravenous,False,0.0,"Each mL of solution contains 30 mg ocrelizumab, glacial acetic acid (0.25 mg), polysorbate 20 (0.2 mg), sodium acetate trihydrate (2.14 mg), and trehalose dihydrate (40 mg) at pH 5.3.",,,,,,,,0.0,,,5.3,False,True,,,,,,,,,,,,,False
palivizumab,3a0096c7-8139-44cd-bba4-520ab05c2cb2,"SYNAGIS (PALIVIZUMAB) INJECTION, SOLUTION [SWEDISH ORPHAN BIOVITRUM AB (PUBL)]","Jan 26, 2026",,False,0.0,"Each 100 mg single-dose vial of Synagis liquid solution contains 100 mg of palivizumab and also contains chloride (0.5 mg), glycine (0.1 mg), and histidine (3.9 mg), in a volume of 1 mL.",,,,,,,,0.0,,,6.0,False,False,,148.0,,,,,,,,,,,False
palivizumab,3a0096c7-8139-44cd-bba4-520ab05c2cb2,"SYNAGIS (PALIVIZUMAB) INJECTION, SOLUTION [SWEDISH ORPHAN BIOVITRUM AB (PUBL)]","Jan 26, 2026",,False,1.0,"Each 50 mg single-dose vial of Synagis liquid solution contains 50 mg of palivizumab and also contains chloride (0.2 mg), glycine (0.06 mg), and histidine (1.9 mg), in a volume of 0.5 mL.",,,,,,,,0.0,,,6.0,False,False,,148.0,,,,,,,,,,,False
panitumumab,e0fa4bca-f245-4d92-ae29-b0c630a315c2,"VECTIBIX (PANITUMUMAB) SOLUTION [AMGEN, INC]","Jun 26, 2026",intravenous,False,0.0,"Each single-dose 5 mL vial contains 100 mg of panitumumab, 34 mg sodium acetate, 29 mg sodium chloride, and Water for Injection, USP.",,,,,,,,0.0,,,,,,,147.0,,,,,,,,,,,False
panitumumab,e0fa4bca-f245-4d92-ae29-b0c630a315c2,"VECTIBIX (PANITUMUMAB) SOLUTION [AMGEN, INC]","Jun 26, 2026",intravenous,False,1.0,"Each single-dose 20 mL vial contains 400 mg of panitumumab, 136 mg sodium acetate, 117 mg sodium chloride, and Water for Injection, USP.",,,,,,,,0.0,,,,,,,147.0,,,,,,,,,,,False
pemivibart,0bdc20a9-791f-9a06-e063-6394a90a84cc,"PEMGARDA (PEMIVIBART) INJECTION [INVIVYD, INC]","May 14, 2026",intravenous,False,0.0,"Each 4 mL of solution contains 500 mg of pemivibart, glycine (33.03 mg), L-arginine hydrochloride (63.2 mg), L‑histidine (3.67 mg), L-histidine hydrochloride monohydrate (3.43 mg), L-methionine (5.97 mg), polysorbate 80 (1.2 mg), sterile water for injection (USP).",4.0,,,polysorbate 80,0.03,,,5.0,histidine,10.0,,,,,147.51,,,,,,10.0,,,75.0,,False
omalizumab,dbd8709f-1636-45d9-ba94-5a3bc5f22f84,"OMLYCLO (OMALIZUMAB-IGEC) INJECTION [CELLTRION USA, INC.]","Sep 02, 2026",subcutaneous,False,0.0,"Each 75 mg prefilled syringe delivers 75 mg omalizumab-igec in 0.5 mL and contains arginine hydrochloride (21.065 mg), histidine (0.685 mg), L-histidine hydrochloride monohydrate (1.17 mg), and polysorbate 20 (0.2 mg) in Water for Injection (WFI), USP.",0.5,,,polysorbate 20,0.04,,,4.0,histidine,19.99,,,,,149.0,,,,,,,,,199.99,,False
omalizumab,dbd8709f-1636-45d9-ba94-5a3bc5f22f84,"OMLYCLO (OMALIZUMAB-IGEC) INJECTION [CELLTRION USA, INC.]","Sep 02, 2026",subcutaneous,False,1.0,"Each 150 mg prefilled syringe delivers 150 mg omalizumab-igec in 1 mL and contains arginine hydrochloride (42.13 mg), histidine (1.37 mg), L-histidine hydrochloride monohydrate (2.34 mg), and polysorbate 20 (0.4 mg) in WFI, USP.",1.0,,,polysorbate 20,0.04,,,4.0,histidine,19.99,,,,,149.0,,,,,,,,,199.99,,False
omalizumab,dbd8709f-1636-45d9-ba94-5a3bc5f22f84,"OMLYCLO (OMALIZUMAB-IGEC) INJECTION [CELLTRION USA, INC.]","Sep 02, 2026",subcutaneous,False,2.0,"Each 300 mg prefilled syringe delivers 300 mg omalizumab-igec in 2 mL and contains arginine hydrochloride (84.26 mg), histidine (2.74 mg), L-histidine hydrochloride monohydrate (4.68 mg), and polysorbate 20 (0.8 mg) in WFI, USP.",2.0,,,polysorbate 20,0.04,,,4.0,histidine,19.99,,,,,149.0,,,,,,,,,199.99,,False
omalizumab,7f6a2191-adfb-48b9-9bfa-0d9920479f0d,"XOLAIR (OMALIZUMAB) INJECTION, SOLUTION XOLAIR PFS (OMALIZUMAB) INJECTION, SOLUTION XOLAIR (OMALIZUMAB) INJECTION, SOLUTION [GENENTECH, INC.]","Aug 20, 2026",subcutaneous,True,0.0,"Each 75 mg prefilled syringe or autoinjector delivers 75 mg omalizumab in 0.5 mL and contains arginine hydrochloride (21.05 mg), histidine (0.68 mg), L-histidine hydrochloride monohydrate (1.17 mg), and polysorbate 20 (0.2 mg) in Sterile Water for Injection (SWFI), USP.",0.5,,,polysorbate 20,0.04,,,3.0,histidine,19.93,,,,,149.0,,,,,,,,,,,False
omalizumab,7f6a2191-adfb-48b9-9bfa-0d9920479f0d,"XOLAIR (OMALIZUMAB) INJECTION, SOLUTION XOLAIR PFS (OMALIZUMAB) INJECTION, SOLUTION XOLAIR (OMALIZUMAB) INJECTION, SOLUTION [GENENTECH, INC.]","Aug 20, 2026",subcutaneous,True,1.0,"Each 150 mg prefilled syringe or autoinjector delivers 150 mg omalizumab in 1 mL and contains arginine hydrochloride (42.1 mg), histidine (1.37 mg), L-histidine hydrochloride monohydrate (2.34 mg), and polysorbate 20 (0.4 mg) in SWFI, USP.",1.0,,,polysorbate 20,0.04,,,3.0,histidine,19.99,,,,,149.0,,,,,,,,,,,False
omalizumab,7f6a2191-adfb-48b9-9bfa-0d9920479f0d,"XOLAIR (OMALIZUMAB) INJECTION, SOLUTION XOLAIR PFS (OMALIZUMAB) INJECTION, SOLUTION XOLAIR (OMALIZUMAB) INJECTION, SOLUTION [GENENTECH, INC.]","Aug 20, 2026",subcutaneous,True,2.0,"Each 300 mg prefilled syringe or autoinjector delivers 300 mg omalizumab in 2 mL and contains arginine hydrochloride (84.2 mg), histidine (2.74 mg), L-histidine hydrochloride monohydrate (4.68 mg), and polysorbate 20 (0.8 mg) in SWFI, USP.",2.0,,,polysorbate 20,0.04,,,3.0,histidine,19.99,,,,,149.0,,,,,,,,,,,False
omalizumab,7f6a2191-adfb-48b9-9bfa-0d9920479f0d,"XOLAIR (OMALIZUMAB) INJECTION, SOLUTION XOLAIR PFS (OMALIZUMAB) INJECTION, SOLUTION XOLAIR (OMALIZUMAB) INJECTION, SOLUTION [GENENTECH, INC.]","Aug 20, 2026",subcutaneous,True,3.0,"Each 1.2 mL of reconstituted solution also contains histidine (1.3 mg), L-histidine hydrochloride monohydrate (2.1 mg), polysorbate 20 (0.4 mg) and sucrose (108 mg).",1.2,,,polysorbate 20,0.03333,,,4.0,histidine,15.33,,,,,149.0,,,,262.93,9.0,,,,,,False
penpulimab,830004e8-31af-4cc6-ab16-e870cab1c5ca,"PENPULIMAB KCQX (PENPULIMAB) INJECTION [AKESO BIOPHARMA, CO., LTD]","Apr 30, 2025",intravenous,False,0.0,"Each mL of solution contains: penpulimab-kcqx 10 mg, acetic acid (0.09 mg), polysorbate 80 (0.2 mg), sodium acetate (2.52 mg), sorbitol (45 mg), and Water for Injection, USP.",,,,,,,,0.0,,,,,,,150.0,,,,,,,,,,,False
pozelimab,a8d6f10e-9430-450a-a3dd-b538f9b2a308,"VEOPOZ (POZELIMAB) INJECTION, SOLUTION [REGENERON PHARMACEUTICALS, INC.]","Dec 10, 2025",subcutaneous,False,0.0,"Each mL contains 200 mg pozelimab-bbfg, arginine hydrochloride (21 mg), histidine (1.15 mg), L-histidine hydrochloride monohydrate (2.65 mg), polysorbate 80 (1.5 mg), sucrose (20 mg), and Water for Injection, USP.",,,,,,,,0.0,,,5.8,False,False,,145.0,,,,,,,,,,,False
polatuzumab,20a16ab2-f338-4abb-9dcd-254bd949a2bc,"POLIVY (POLATUZUMAB VEDOTIN) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [GENENTECH, INC.]","Aug 28, 2026",intravenous,True,0.0,"Each single-dose 30 mg POLIVY vial delivers 30 mg of polatuzumab vedotin-piiq, polysorbate-20 (1.8 mg), sodium hydroxide (0.82 mg), succinic acid (1.77 mg), and sucrose (62 mg).",,,,,,,,0.0,,,5.3,False,False,,150.0,,,,,,,,,,,False
polatuzumab,20a16ab2-f338-4abb-9dcd-254bd949a2bc,"POLIVY (POLATUZUMAB VEDOTIN) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [GENENTECH, INC.]","Aug 28, 2026",intravenous,True,1.0,"Each single-dose 140 mg POLIVY vial delivers 140 mg of polatuzumab vedotin-piiq, polysorbate-20 (8.4 mg), sodium hydroxide (3.8 mg), succinic acid (8.27 mg), and sucrose (288 mg).",,,,,,,,0.0,,,5.3,False,False,,150.0,,,,,,,,,,,False
nivolumab,f570b9c4-6846-4de2-abfa-4d0a4ae4e394,"OPDIVO (NIVOLUMAB) INJECTION [E.R. SQUIBB & SONS, L.L.C.]","Aug 28, 2026",intravenous,False,0.0,"Each mL of OPDIVO solution contains nivolumab 10 mg, mannitol (30 mg), pentetic acid (0.008 mg), polysorbate 80 (0.2 mg), sodium chloride (2.92 mg), sodium citrate dihydrate (5.88 mg), and Water for Injection, USP.",,,,,,,,0.0,,,,,,,,,,,,,,,,,,False
nivolumab,7f8c38fa-42f4-4387-9e8c-7a1c66855d8b,"OPDIVO QVANTIG (NIVOLUMAB AND HYALURONIDASE-NVHY) INJECTION, SOLUTION [E.R. SQUIBB & SONS, L.L.C.]","Aug 03, 2026",subcutaneous,False,0.0,"Each 2.5 mL single-dose vial contains 300 mg of nivolumab and 5,000 units of hyaluronidase (human recombinant), and the inactive ingredients: histidine (3.88 mg), histidine hydrochloride monohydrate (5.25 mg), methionine (1.87 mg), pentetic acid (0.049 mg), polysorbate 80 (1.25 mg), sucrose (214 mg), and Water for Injection, USP.",2.5,,,polysorbate 80,0.05,,,6.0,histidine,20.02,2.0,False,False,,61.0,,,,250.07,8.56,5.01,,,,,True
nivolumab,7f8c38fa-42f4-4387-9e8c-7a1c66855d8b,"OPDIVO QVANTIG (NIVOLUMAB AND HYALURONIDASE-NVHY) INJECTION, SOLUTION [E.R. SQUIBB & SONS, L.L.C.]","Aug 03, 2026",subcutaneous,False,1.0,"Each 5 mL single-dose vial contains 600 mg of nivolumab and 10,000 units of hyaluronidase (human recombinant), and the inactive ingredients: histidine (7.75 mg), histidine hydrochloride monohydrate (10.5 mg), methionine (3.73 mg), pentetic acid (0.0985 mg), polysorbate 80 (2.5 mg), sucrose (428 mg), and Water for Injection, USP.",5.0,,,polysorbate 80,0.05,,,6.0,histidine,20.01,2.0,False,False,,61.0,,,,250.07,8.56,5.0,,,,,True
nivolumab,b22c9d83-3256-4e17-85f7-f331a504adc6,"OPDUALAG (NIVOLUMAB AND RELATLIMAB-RMBW) INJECTION [E.R. SQUIBB & SONS, L.L.C.]","Jun 22, 2026",intravenous,False,0.0,"Each mL of OPDUALAG solution contains 12 mg of nivolumab, 4 mg of relatlimab, and histidine (1.1 mg), L-histidine hydrochloride monohydrate (2.7 mg), pentetic acid (0.008 mg), polysorbate 80 (0.5 mg), sucrose (85.6 mg), and Water for Injection, USP.",,,,,,,,0.0,,,,,,,,,,,,,,,,,,False
pertuzumab,27dd5e6b-72cd-458d-a015-cf4dab5800da,"PHESGO (PERTUZUMAB, TRASTUZUMAB, AND HYALURONIDASE-ZZXF) INJECTION, SOLUTION [GENENTECH, INC.]","May 25, 2026",subcutaneous,False,0.0,"PHESGO injection is supplied as two different configurations: PHESGO is supplied in a 15 mL single-dose vial containing 1,200 mg of pertuzumab, 600 mg of trastuzumab, and 30,000 units of hyaluronidase, and α,α-trehalose (397 mg), L-histidine (6.75 mg), L-histidine hydrochloric monohydrate (53.7 mg), L-methionine (22.4 mg), polysorbate 20 (6 mg), and sucrose (685 mg) with a pH of 5.5. PHESGO is supplied in a 10 mL single-dose vial containing 600 mg of pertuzumab, 600 mg of trastuzumab, and 20,000 units of hyaluronidase, and α,α-trehalose (397 mg), L-histidine (4.4 mg), L-histidine hydrochloric monohydrate (36.1 mg), L-methionine (14.9 mg), polysorbate 20 (4 mg), and sucrose (342 mg) with a pH of 5.5.",15.0,,,polysorbate 20,0.02667,77.32,2.6467,7.0,histidine,17.4,5.5,False,True,,148.0,,,,66.61,2.28,6.66,,,,,True
pertuzumab,17f85d17-ab71-4f5b-9fe3-0b8c822f69ff,"PERJETA (PERTUZUMAB) INJECTION, SOLUTION, CONCENTRATE [GENENTECH, INC.]","May 04, 2026",intravenous,False,0.0,"Each single-dose vial contains 420 mg of pertuzumab,glacial acetic acid (9.2 mg), histidine (43.5 mg), polysorbate 20 (2.8 mg), and sucrose (575.1 mg) with a pH of 6.",,,,,,,,0.0,,,6.0,False,True,,148.0,,,,,,,,,,,False
ramucirumab,c6080942-dee6-423e-b688-1272c2ae90d4,CYRAMZA (RAMUCIRUMAB) SOLUTION [ELI LILLY AND COMPANY],"Jun 10, 2026",intravenous,False,0.0,"CYRAMZA is formulated in glycine (9.98 mg/mL), histidine (0.65 mg/mL), histidine monohydrochloride (1.22 mg/mL), polysorbate 80 (0.1 mg/mL), sodium chloride (4.383 mg/mL), and Water for Injection, USP, pH 6.0.",,9.98,,,,,,0.0,,,6.0,False,True,,147.0,,,,,,,,,,,False
ravulizumab,a9a590d9-0217-43c7-908d-e62a71279791,"ULTOMIRIS (RAVULIZUMAB) SOLUTION, CONCENTRATE [ALEXION PHARMACEUTICALS INC.]","Nov 17, 2025",intravenous,False,0.0,"Each mL also contains L-arginine (4.33 mg), polysorbate 80 (0.5 mg) (vegetable origin), sodium phosphate dibasic (4.42 mg), sodium phosphate monobasic (4.57 mg), sucrose (50 mg), and Water for Injection, USP.",,,,,,,,0.0,,,7.4,False,False,,148.0,,,,,,,,,,,False
relatlimab,b22c9d83-3256-4e17-85f7-f331a504adc6,"OPDUALAG (NIVOLUMAB AND RELATLIMAB-RMBW) INJECTION [E.R. SQUIBB & SONS, L.L.C.]","Jun 22, 2026",intravenous,False,0.0,"Each mL of OPDUALAG solution contains 12 mg of nivolumab, 4 mg of relatlimab, and histidine (1.1 mg), L-histidine hydrochloride monohydrate (2.7 mg), pentetic acid (0.008 mg), polysorbate 80 (0.5 mg), sucrose (85.6 mg), and Water for Injection, USP.",,,,,,,,0.0,,,,,,,,,,,,,,,,,,False
reslizumab,053b9158-2a5b-48b9-bf47-5fa78a35ec33,"CINQAIR (RESLIZUMAB) INJECTION, SOLUTION, CONCENTRATE [TEVA RESPIRATORY, LLC]","May 15, 2026",intravenous,False,0.0,"Each mL contains 10 mg of reslizumab, glacial acetic acid (0.12 mg), sodium acetate trihydrate (2.45 mg), and sucrose (70 mg), with a pH of 5.5.",,,,,,,,0.0,,,5.5,False,True,,147.0,,,,,,,,,,,False
retifanlimab,109648d0-d30a-42fc-8273-39cb1540a751,ZYNYZ (RETIFANLIMAB-DLWR) INJECTION [INCYTE CORPORATION],"Jul 13, 2026",intravenous,False,0.0,"Each mL contains 25 mg of retifanlimab-dlwr, glacial acetic acid (0.18 mg), polysorbate 80 (0.1 mg), sodium acetate (0.57 mg), sucrose (90 mg), and Water for Injection, USP.",,,,,,,,0.0,,,,,,,148.0,,,,,,,,,,,False
romosozumab,471baba2-7154-4488-9891-0db2f46791e7,"EVENITY (ROMOSOZUMAB-AQQG) INJECTION, SOLUTION [AMGEN, INC]","Aug 03, 2026",subcutaneous,False,0.0,"Each single-use prefilled syringe delivers 1.17 mL of solution containing 105 mg of romosozumab-aqqg, acetate (3.8 mg), calcium (0.61 mg), polysorbate 20 (0.07 mg) and sucrose (70 mg) in Water for Injection, USP, and sodium hydroxide to a pH of 5.2.",1.17,,,polysorbate 20,0.00598,,,3.0,,,5.2,False,True,,149.0,,,,174.79,5.9829,,,,,,False
rozanolixizumab,3c0eb8c2-c042-4954-b451-3baa77f5e6d1,"RYSTIGGO (ROZANOLIXIZUMAB) INJECTION, SOLUTION [UCB, INC.]","Jan 21, 2026",subcutaneous,False,0.0,"Each mL also contains histidine (1.05 mg), L-histidine hydrochloride monohydrate (4.87 mg), polysorbate 80 (0.30 mg), proline (28.78 mg), and water for injection, USP.",,,,,,,,0.0,,,5.6,False,False,,148.0,,,,,,,,,,,False
